#Time(year) Number
  1749.125   63.53
  1749.375   74.73
  1749.625   79.00
  1749.875  106.43
  1750.125   79.47
  1750.375   92.77
  1750.625   93.20
  1750.875   68.13
  1751.125   52.93
  1751.375   55.93
  1751.625   49.87
  1751.875   31.90
  1752.125   52.00
  1752.375   52.87
  1752.625   44.93
  1752.875   41.40
  1753.125   40.57
  1753.375   35.23
  1753.625   29.67
  1753.875   17.23
  1754.125    1.57
  1754.375   20.37
  1754.625   13.10
  1754.875   13.83
  1755.125    9.40
  1755.375    2.17
  1755.625    9.87
  1755.875   16.83
  1756.125    8.33
  1756.375   11.60
  1756.625    7.27
  1756.875   13.57
  1757.125   20.50
  1757.375   26.97
  1757.625   38.67
  1757.875   43.57
  1758.125   46.20
  1758.375   54.57
  1758.625   48.40
  1758.875   41.23
  1759.125   46.37
  1759.375   48.67
  1759.625   66.50
  1759.875   54.33
  1760.125   67.17
  1760.375   59.53
  1760.625   67.63
  1760.875   57.10
  1761.125   80.57
  1761.375   92.73
  1761.625   95.30
  1761.875   74.80
  1762.125   54.10
  1762.375   59.07
  1762.625   56.67
  1762.875   74.77
  1763.125   40.87
  1763.375   33.80
  1763.625   49.60
  1763.875   56.20
  1764.125   53.20
  1764.375   36.23
  1764.625   29.40
  1764.875   26.57
  1765.125   25.00
  1765.375   20.73
  1765.625   24.23
  1765.875   13.67
  1766.125   19.87
  1766.375   11.93
  1766.625    3.87
  1766.875    9.97
  1767.125   33.47
  1767.375   32.00
  1767.625   35.13
  1767.875   50.70
  1768.125   55.30
  1768.375   65.93
  1768.625   64.73
  1768.875   93.40
  1769.125   67.47
  1769.375   88.23
  1769.625  129.23
  1769.875  139.43
  1770.125  108.87
  1770.375   68.13
  1770.625  113.50
  1770.875  112.70
  1771.125   42.97
  1771.375  112.37
  1771.625   75.87
  1771.875   95.13
  1772.125   74.27
  1772.375   62.40
  1772.625   61.33
  1772.875   67.97
  1773.125   44.93
  1773.375   34.13
  1773.625   23.23
  1773.875   36.80
  1774.125   55.97
  1774.375   41.20
  1774.625   10.67
  1774.875   14.63
  1775.125    5.33
  1775.375    9.13
  1775.625    4.03
  1775.875    9.53
  1776.125   13.20
  1776.375   17.33
  1776.625   13.73
  1776.875   35.00
  1777.125   40.17
  1777.375   85.50
  1777.625  107.73
  1777.875  136.60
  1778.125  140.20
  1778.375  185.17
  1778.625  154.90
  1778.875  137.20
  1779.125  132.80
  1779.375  132.90
  1779.625  122.00
  1779.875  116.00
  1780.125   88.67
  1780.375   96.73
  1780.625   88.57
  1780.875   65.23
  1781.125   75.47
  1781.375   90.23
  1781.625   63.50
  1781.875   43.17
  1782.125   42.83
  1782.375   44.43
  1782.625   38.33
  1782.875   28.23
  1783.125   31.13
  1783.375   25.50
  1783.625   23.40
  1783.875   11.17
  1784.125   10.67
  1784.375    8.33
  1784.625    8.67
  1784.875   13.00
  1785.125    7.83
  1785.375   20.90
  1785.625   29.43
  1785.875   38.23
  1786.125   44.17
  1786.375   78.90
  1786.625   94.73
  1786.875  113.67
  1787.125  109.37
  1787.375  120.40
  1787.625  140.83
  1787.875  157.50
  1788.125  136.83
  1788.375  125.23
  1788.625  139.50
  1788.875  122.07
  1789.125  119.77
  1789.375  122.27
  1789.625  110.67
  1789.875  119.73
  1790.125  108.93
  1790.375   92.67
  1790.625   77.87
  1790.875   80.10
  1791.125   69.57
  1791.375   71.70
  1791.625   60.17
  1791.875   64.90
  1792.125   61.67
  1792.375   66.23
  1792.625   54.93
  1792.875   57.33
  1793.125   55.50
  1793.375   52.10
  1793.625   34.43
  1793.875   45.57
  1794.125   42.33
  1794.375   41.87
  1794.625   30.70
  1794.875   49.10
  1795.125   24.63
  1795.375   22.23
  1795.625   17.37
  1795.875   20.83
  1796.125   20.50
  1796.375   19.80
  1796.625   15.60
  1796.875    8.17
  1797.125    7.53
  1797.375    7.47
  1797.625    5.33
  1797.875    5.23
  1798.125    6.13
  1798.375     .37
  1798.625    1.80
  1798.875    7.97
  1799.125   11.97
  1799.375    9.07
  1799.625     .70
  1799.875    5.30
  1800.125   10.03
  1800.375    9.57
  1800.625   17.33
  1800.875   20.97
  1801.125   28.67
  1801.375   31.40
  1801.625   35.73
  1801.875   40.20
  1802.125   45.20
  1802.375   44.00
  1802.625   49.93
  1802.875   41.00
  1803.125   43.43
  1803.375   35.10
  1803.625   42.57
  1803.875   51.10
  1804.125   47.20
  1804.375   39.60
  1804.625   41.97
  1804.875   61.10
  1805.125   52.17
  1805.375   39.00
  1805.625   41.57
  1805.875   36.23
  1806.125   33.77
  1806.375   26.57
  1806.625   26.77
  1806.875   25.33
  1807.125   11.27
  1807.375   15.27
  1807.625   10.13
  1807.875    3.53
  1808.125    1.50
  1808.375   13.10
  1808.625    8.80
  1808.875    9.17
  1809.125    5.77
  1809.375    4.07
  1809.625     .30
  1809.875     .00
  1810.125     .00
  1810.375     .00
  1810.625     .00
  1810.875     .00
  1811.125     .00
  1811.375     .00
  1811.625    3.00
  1811.875    2.67
  1812.125    4.63
  1812.375     .77
  1812.625    7.10
  1812.875    7.30
  1813.125    4.07
  1813.375   11.10
  1813.625   14.00
  1813.875   19.60
  1814.125   13.30
  1814.375   14.83
  1814.625    9.63
  1814.875   17.97
  1815.125   25.87
  1815.375   32.43
  1815.625   38.07
  1815.875   45.23
  1816.125   56.27
  1816.375   48.90
  1816.625   36.60
  1816.875   41.47
  1817.125   63.50
  1817.375   29.20
  1817.625   43.90
  1817.875   27.63
  1818.125   27.57
  1818.375   41.33
  1818.625   28.53
  1818.875   22.77
  1819.125   19.07
  1819.375   24.93
  1819.625   24.13
  1819.875   27.73
  1820.125   16.77
  1820.375   19.83
  1820.625   17.23
  1820.875    8.63
  1821.125   10.47
  1821.375    4.23
  1821.625    3.90
  1821.875    7.80
  1822.125    5.67
  1822.375    6.87
  1822.625    3.33
  1822.875     .13
  1823.125     .20
  1823.375     .00
  1823.625     .17
  1823.875    6.80
  1824.125   10.83
  1824.375    7.40
  1824.625    7.30
  1824.875    8.67
  1825.125   14.30
  1825.375   11.57
  1825.625   24.10
  1825.875   16.43
  1826.125   24.20
  1826.375   31.17
  1826.625   37.00
  1826.875   52.73
  1827.125   46.60
  1827.375   53.00
  1827.625   48.53
  1827.875   50.13
  1828.125   60.73
  1828.375   82.73
  1828.625   60.33
  1828.875   52.87
  1829.125   54.90
  1829.375   78.77
  1829.625   73.73
  1829.875   60.43
  1830.125   69.63
  1830.375   79.23
  1830.625   52.23
  1830.875   82.57
  1831.125   63.67
  1831.375   42.00
  1831.625   46.03
  1831.875   39.57
  1832.125   47.20
  1832.375   31.63
  1832.625   10.37
  1832.875   20.97
  1833.125   12.67
  1833.375    5.57
  1833.625    8.10
  1833.875    7.77
  1834.125    8.97
  1834.375    6.00
  1834.625    8.07
  1834.875   29.93
  1835.125   17.23
  1835.375   46.10
  1835.625   73.20
  1835.875   90.90
  1836.125   98.13
  1836.375  126.33
  1836.625  106.53
  1836.875  154.83
  1837.125  166.07
  1837.375  135.97
  1837.625  131.03
  1837.875  120.17
  1838.125  123.50
  1838.375  119.57
  1838.625   86.87
  1838.875   82.67
  1839.125   95.27
  1839.375   56.73
  1839.625  116.23
  1839.875   74.47
  1840.125   78.90
  1840.375   61.20
  1840.625   64.17
  1840.875   54.33
  1841.125   27.90
  1841.375   54.47
  1841.625   35.53
  1841.875   29.03
  1842.125   21.40
  1842.375   24.10
  1842.625   19.20
  1842.875   32.07
  1843.125    8.37
  1843.375   13.70
  1843.625    8.50
  1843.875   12.37
  1844.125   12.57
  1844.375   12.03
  1844.625   17.37
  1844.875   17.93
  1845.125   37.53
  1845.375   45.30
  1845.625   30.83
  1845.875   46.60
  1846.125   51.20
  1846.375   64.77
  1846.625   69.47
  1846.875   60.60
  1847.125   64.40
  1847.375   68.47
  1847.625  117.90
  1847.875  142.97
  1848.125  126.50
  1848.375  112.77
  1848.625  124.03
  1848.875  135.50
  1849.125  128.30
  1849.375   88.07
  1849.625   79.80
  1849.875   89.17
  1850.125   83.33
  1850.375   58.57
  1850.625   62.30
  1850.875   62.27
  1851.125   81.83
  1851.375   60.77
  1851.625   53.80
  1851.875   61.63
  1852.125   65.33
  1852.375   55.73
  1852.625   39.77
  1852.875   55.67
  1853.125   40.57
  1853.375   40.77
  1853.625   43.27
  1853.875   31.50
  1854.125   18.70
  1854.375   23.87
  1854.625   18.97
  1854.875   20.80
  1855.125   13.70
  1855.375    6.27
  1855.625    1.17
  1855.875    5.63
  1856.125    1.93
  1856.375    3.90
  1856.625    4.97
  1856.875    6.47
  1857.125    8.77
  1857.375   18.57
  1857.625   27.17
  1857.875   36.40
  1858.125   43.80
  1858.375   41.40
  1858.625   64.03
  1858.875   70.00
  1859.125   87.20
  1859.375   87.93
  1859.625  102.60
  1859.875   97.60
  1860.125   89.87
  1860.375   95.70
  1860.625  103.07
  1860.875   94.53
  1861.125   80.33
  1861.375   81.13
  1861.625   80.13
  1861.875   67.13
  1862.125   57.07
  1862.375   67.37
  1862.625   67.50
  1862.875   44.47
  1863.125   57.13
  1863.375   45.07
  1863.625   34.27
  1863.875   39.60
  1864.125   57.03
  1864.375   44.73
  1864.625   46.00
  1864.875   40.03
  1865.125   42.50
  1865.375   32.50
  1865.625   28.73
  1865.875   18.17
  1866.125   31.53
  1866.375   15.67
  1866.625    9.77
  1866.875    8.20
  1867.125    3.30
  1867.375    3.17
  1867.625    6.53
  1867.875   16.10
